,explanation_accuracy,explanation_fidelity,explanation_complexity,model_accuracy,extraction_time,extracted_concepts,common_concepts_ratio,explanation_consistency
0,0.9533668557045459,0.9985423728813558,3.725,0.9271186590194702,174.71739959716797,15.31,tensor(0.),0.3551646090321788
1,0.9533697419817596,0.9987288135593221,3.71,0.9322033524513245,169.01225447654724,15.06,tensor(0.),0.3551646090321788
2,0.9523896598887611,0.9984999999999999,3.825,0.9355931878089905,166.97806310653687,14.55,tensor(0.),0.3551646090321788
3,0.9506608260858387,0.9984237288135592,3.665,0.9237288236618042,170.8761112689972,14.635,tensor(0.),0.3551646090321788
4,0.9524511272288261,0.9986186440677965,3.755,0.9288135766983032,177.751935005188,14.625,tensor(0.),0.3551646090321788
